metabolite	tgt_proteins_ngene	tgt_proteins_indrg	tgt_proteins_pvalue	tgt_proteins_padj	tgt_proteins_overlap	ss_metabolites_ngene	ss_metabolites_indrg	ss_metabolites_pvalue	ss_metabolites_padj	ss_metabolites_overlap	co_metabolites_ngene	co_metabolites_indrg	co_metabolites_pvalue	co_metabolites_padj	co_metabolites_overlap
CAR 5:0	0	0	NA	NA	NA	4	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
CAR 5:1	0	0	NA	NA	NA	0	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
CAR 6:0	0	0	NA	NA	NA	4	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
CAR 6:0;OH	0	0	NA	NA	NA	0	0	NA	NA	NA	197	18	2.8388556648327e-12	4.17670718504121e-12	C3/CCL21/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/CCR6/CXCL12/CXCR4/OPRM1
CAR DC3:0	0	0	NA	NA	NA	0	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
CAR DC8:0	0	0	NA	NA	NA	0	0	NA	NA	NA	197	18	2.8388556648327e-12	4.17670718504121e-12	C3/CCL21/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/CCR6/CXCL12/CXCR4/OPRM1
Choline phosphate	129	28	3.8481476282675e-29	2.3088885769605e-28	CD4/RETN/CCL2/IL2/IFNG/IL4/C3/CRP/SELP/ICAM1/IL18/VCAM1/CXCL10/CXCL8/LEP/GSK3B/F3/HP/FCGR3A/MBL2/IL6/TNF/IL10/SERPINA1/GC/CCL5/CCL3/B2M	19	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Citrulline	460	31	1.41115693191825e-16	4.83825233800543e-16	CD4/MLH1/CRP/CCNT1/CD80/TP53/ATM/CCR5/BIRC5/CXCL8/GSK3B/KIR2DL1/HLA-DQA1/CASP8/HLA-DRB1/MKI67/CDK9/HLA-DQB1/HLA-C/HLA-G/PCNA/KIR3DL1/HLA-DRA/HLA-A/BCL2/TNF/HLA-B/ESR1/SERPINA1/KLRC1/B2M	30	2	0.0388332606603718	0.043811883821958	HLA-B/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Cortisol	94	8	6.31729685590854e-06	7.9797433969371e-06	NR3C1/TP53/CEBPB/HDAC6/BCL2/NCOR2/TNF/ESR1	263	31	1.06844147233387e-23	2.35057123913451e-22	ESR1/SIRT1/RETN/TGFB1/IFNG/IL4/NR3C1/HSPB1/CRP/IL6/CYBA/ICAM1/ABCB1/IL18/VCAM1/IL15/IL8/LEP/BCL2/LCK/CYP3A4/SERPINA1/CASP8/PTGS2/FASLG/MKI67/G6PD/CXCR4/IGF2/TNF/IL10	294	17	1.37509713868729e-08	1.87247269948907e-08	ESR1/RETN/CCL2/IL4/NR3C1/IL6/ICAM1/ABCB1/IL15/IL8/LEP/CYP3A4/PTGS2/CXCR4/IGF2/TNF/IL10
Cortisone	0	0	NA	NA	NA	53	6	0.0000182453567834166	0.0000501747311543956	ESR1/NR3C1/IL6/ABCB1/HLA-C/HLA-A	294	17	1.37509713868729e-08	1.87247269948907e-08	ESR1/RETN/CCL2/IL4/NR3C1/IL6/ICAM1/ABCB1/IL15/IL8/LEP/CYP3A4/PTGS2/CXCR4/IGF2/TNF/IL10
Creatine	13	0	NA	NA	NA	10	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
Cystine	0	0	NA	NA	NA	35	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
DMGV	0	0	NA	NA	NA	0	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Glu-Gln	0	0	NA	NA	NA	131	9	9.68800942110887e-06	0.0000327901857329839	TREM1/HSPB1/TP53/F3/SOD2/FASLG/GPX3/G6PD/TNF	838	43	2.73376263399712e-18	4.92847348100889e-18	CX3CL1/PSMD7/C3/IL6/CCL21/IDH1/CCNT1/TP53/SLC1A2/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/BAX/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/GLB1/CCL19/SLC28A2/VIPR1/F3/CCR6/CASP8/HLA-G/DPP4/PTGS2/CDK9/HLA-C/SLC28A3/HLA-A/CXCL12/CXCR4/OPRM1/TNF/HLA-B/IL10/B2M
Glu-Lys	0	0	NA	NA	NA	8	2	0.00290372908795522	0.00412142193129128	IL8/CASP8	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Glutamic acid	715	30	8.90079636482836e-11	1.643223944276e-10	CD4/SIRT1/CCNT1/CD27/TP53/SLC1A2/ATM/NCR1/CCR5/DDB1/CD209/CYP2B6/CD28/APOBEC3B/SOCS3/PDCD1/NCR3/DPP4/CDK9/GPX3/APOBEC3G/CXCR4/IDH1/OPRM1/ESR1/KLRC1/SOD2/NEFL/SOCS1/CYP3A4	569	26	2.92136000627332e-10	1.28539840276026e-09	PSMD7/C3/CCL21/SLC1A2/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/CCR6/HLA-G/HLA-C/HLA-A/CXCL12/CXCR4/OPRM1/HLA-B/IL10/B2M	838	43	2.73376263399712e-18	4.92847348100889e-18	CX3CL1/PSMD7/C3/IL6/CCL21/IDH1/CCNT1/TP53/SLC1A2/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/BAX/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/GLB1/CCL19/SLC28A2/VIPR1/F3/CCR6/CASP8/HLA-G/DPP4/PTGS2/CDK9/HLA-C/SLC28A3/HLA-A/CXCL12/CXCR4/OPRM1/TNF/HLA-B/IL10/B2M
Glutamine	179	6	0.0113265349702637	0.0118189930124491	CD27/NCR1/CD28/PDCD1/NCR3/KLRC1	136	6	0.00305687284893532	0.00420320016728606	PSMD7/HLA-G/HLA-C/HLA-A/HLA-B/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Glycine	917	30	2.88829625970588e-08	4.07759471958477e-08	CD4/C3/CRP/CD27/SLC1A2/NCR1/GLB1/KHDRBS1/SLC28A2/CD28/F3/PDCD1/HLA-DQA1/NCR3/CCR6/HLA-DRB1/DPP4/FCGR3A/HLA-DQB1/HLA-C/HLA-G/PCNA/TRIM5/HLA-DRA/HLA-A/HLA-B/PPIA/KLRC1/LCK/NEFL	183	9	0.000133571093893074	0.000267142187786148	PSMD7/HLA-DQA1/HLA-G/HLA-C/HLA-A/HLA-DQB1/HLA-B/PPIA/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Hippuric acid	0	0	NA	NA	NA	5	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Histidine	481	23	1.40051088154236e-09	2.10076632231354e-09	CD4/IL2/LRP1/CD27/TP53/SLC1A2/TNFRSF13C/NCR1/CCR5/IL15/TLR3/CD28/PDCD1/NCR3/TRIM5/HLA-A/IL6/IDH1/PPIA/KLRC1/NEFL/B2M/FAS	131	8	0.000070636297611073	0.000155399854744361	PSMD7/HLA-G/HLA-C/HLA-A/HLA-B/PPIA/GC/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Homoarginine	272	21	1.09267521729566e-12	2.18535043459133e-12	SIRT1/TGFB1/IFNG/SELP/ICAM1/VCAM1/CD34/F3/CAV1/PTGS2/CD40LG/CD40/MPL/LAMB3/ITGB2/IL6/TNF/ESR1/PTPRC/IL10/IL32	7	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Homocarnosine	0	0	NA	NA	NA	124	7	0.000325558314266319	0.000544407502361806	PSMD7/HLA-G/HLA-C/HLA-A/HLA-B/PPIA/B2M	160	10	7.18460699354505e-06	8.43696968049328e-06	AICDA/NR3C1/HEXB/SELP/HEXA/SLC28A1/GLB1/SOD2/SLC28A3/APOBEC3G
Hydroxysepiapterin	0	0	NA	NA	NA	0	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
Ile-Glu	0	0	NA	NA	NA	1	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Inosine	0	0	NA	NA	NA	1	0	NA	NA	NA	838	43	2.73376263399712e-18	4.92847348100889e-18	CX3CL1/PSMD7/C3/IL6/CCL21/IDH1/CCNT1/TP53/SLC1A2/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/BAX/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/GLB1/CCL19/SLC28A2/VIPR1/F3/CCR6/CASP8/HLA-G/DPP4/PTGS2/CDK9/HLA-C/SLC28A3/HLA-A/CXCL12/CXCR4/OPRM1/TNF/HLA-B/IL10/B2M
Isoleucine	298	19	3.65715202276447e-10	5.85144323642315e-10	TGFB1/LRP1/C3/CD27/TP53/NCR1/GSK3B/CD28/PDCD1/CAV1/NCR3/MAPK8/EPHB2/TNF/SERPINA1/MME/KLRC1/NEFL/B2M	131	8	0.000070636297611073	0.000155399854744361	PSMD7/HLA-G/HLA-C/HLA-A/PCNA/KIR2DL2/HLA-B/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Kynurenic acid	0	0	NA	NA	NA	9	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
Lauryldiethanolamine	0	0	NA	NA	NA	0	0	NA	NA	NA	50	2	0.0956704881316891	0.0956704881316891	ABCB1/IL10
Leucine	120	7	0.000266447789232294	0.000319737347078753	CD27/NCR1/CD28/PDCD1/NCR3/HP/KLRC1	134	9	0.0000116367679466429	0.0000365726992608776	PSMD7/CASP8/HLA-G/HLA-C/HLA-A/PCNA/KIR2DL2/HLA-B/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Lysine	266	24	7.37236263079934e-16	2.2117087892398e-15	CD4/CCL2/IFNG/IL4/CD68/CD27/TP53/NCR1/CCR2/DDB1/CD28/PDCD1/NCR3/CD163/HLA-C/CD274/IL4R/IL6/TNF/IL10/SERPINA1/IDO1/KLRC1/MRC1	299	11	0.00031790186681673	0.000544407502361806	PSMD7/NR3C1/TP53/PLAUR/HLA-G/CD40LG/HLA-C/HLA-A/HLA-B/PPIA/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Methionine	0	0	NA	NA	NA	153	6	0.00542857227669103	0.00702521118160015	PSMD7/HLA-G/HLA-C/HLA-A/HLA-B/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
N1-Acetylspermidine	0	0	NA	NA	NA	7	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
N2,N2-Dimethylguanosine	0	0	NA	NA	NA	57	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
N-Acetylaspartic acid	0	0	NA	NA	NA	35	0	NA	NA	NA	23	0	NA	NA	NA
