Database	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Biological Process	GO:0034599	(BP)cellular response to oxidative stress	9/228	255/18870	0.00394584267713417	0.0206614407046371	0.0136023105660494	HMOX1/MPO/ANXA1/TP53/EDNRA/NQO1/EDN1/NFE2L2/RELA	9
Biological Process	GO:0030900	(BP)forebrain development	12/228	407/18870	0.00407949511803309	0.0213295857506656	0.0140421790413008	CDH1/SRD5A1/APP/CCKAR/HPRT1/AVPR1A/CASP3/OXTR/PLCB1/LPAR1/HSD3B1/HSD3B2	12
Biological Process	GO:0006195	(BP)purine nucleotide catabolic process	4/228	54/18870	0.00409240099814243	0.021333759049488	0.0140449265025006	HPRT1/PNP/ADA/AMPD3	4
Biological Process	GO:0042743	(BP)hydrogen peroxide metabolic process	4/228	54/18870	0.00409240099814243	0.021333759049488	0.0140449265025006	MPO/EPX/LPO/CYP1A2	4
Biological Process	GO:0050951	(BP)sensory perception of temperature stimulus	3/228	27/18870	0.00411072759800083	0.0213346156927171	0.0140454904673961	NTSR1/OPN4/HTR2A	3
Biological Process	GO:0071880	(BP)adenylate cyclase-activating adrenergic receptor signaling pathway	3/228	27/18870	0.00411072759800083	0.0213346156927171	0.0140454904673961	ADRA1B/ADRA1D/ADRA1A	3
Biological Process	GO:1905564	(BP)positive regulation of vascular endothelial cell proliferation	3/228	27/18870	0.00411072759800083	0.0213346156927171	0.0140454904673961	GHSR/PROK1/HMGB1	3
Biological Process	GO:0008286	(BP)insulin receptor signaling pathway	6/228	125/18870	0.00414491724638444	0.0214488816097779	0.0141207166102965	PIK3CA/PIK3R1/FFAR3/GRB2/PRKCZ/RELA	6
Biological Process	GO:0071675	(BP)regulation of mononuclear cell migration	6/228	125/18870	0.00414491724638444	0.0214488816097779	0.0141207166102965	APP/PLCB1/FPR2/HMGB1/XCL1/XCL2	6
Biological Process	GO:0048864	(BP)stem cell development	5/228	88/18870	0.00428366822353902	0.022101971917645	0.0145506739071896	HTR2B/EDNRA/EDN3/EDNRB/EDN1	5
Biological Process	GO:0099072	(BP)regulation of postsynaptic membrane neurotransmitter receptor levels	5/228	88/18870	0.00428366822353902	0.022101971917645	0.0145506739071896	GHSR/PRKCI/HSP90AA1/LPAR1/PRKCZ	5
Biological Process	GO:0000303	(BP)response to superoxide	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	MPO/NQO1/NFE2L2	3
Biological Process	GO:0002675	(BP)positive regulation of acute inflammatory response	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	FFAR2/FFAR3/PTGS2	3
Biological Process	GO:0003094	(BP)glomerular filtration	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	F2RL1/EDNRA/F2R	3
Biological Process	GO:0010592	(BP)positive regulation of lamellipodium assembly	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	PIK3CA/PIK3R1/HSP90AA1	3
Biological Process	GO:0014850	(BP)response to muscle activity	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	ABCG8/SRD5A1/AGT	3
Biological Process	GO:0030194	(BP)positive regulation of blood coagulation	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	F2R/NFE2L2/TBXA2R	3
Biological Process	GO:1900048	(BP)positive regulation of hemostasis	3/228	28/18870	0.00456340367356999	0.023306426877769	0.015343618148815	F2R/NFE2L2/TBXA2R	3
Biological Process	GO:0005996	(BP)monosaccharide metabolic process	9/228	261/18870	0.00458882874841781	0.0234023625317285	0.015406776695122	GCLC/PPARA/PIK3CA/TP53/AKR1B1/PRKACA/ACACB/WDTC1/GCG	9
Biological Process	GO:0097237	(BP)cellular response to toxic substance	6/228	128/18870	0.00465237616783651	0.023692158403838	0.0155975617187583	MPO/EPX/LPO/NQO1/PTGS2/NFE2L2	6
Biological Process	GO:0007632	(BP)visual behavior	4/228	56/18870	0.00466471120211708	0.02372069592534	0.0156163491903487	APP/OPN4/HRH1/NPS	4
Biological Process	GO:1990266	(BP)neutrophil migration	6/228	129/18870	0.00483127565093817	0.0245322988384814	0.01615066211841	EDN3/SAA1/XCL1/XCL2/EDN2/EDN1	6
Biological Process	GO:0070098	(BP)chemokine-mediated signaling pathway	5/228	91/18870	0.00493952353230485	0.025009886390578	0.0164650784410162	GPR17/XCR1/XCL1/XCL2/EDN1	5
Biological Process	GO:0097006	(BP)regulation of plasma lipoprotein particle levels	5/228	91/18870	0.00493952353230485	0.025009886390578	0.0164650784410162	HMOX1/MPO/AGTR1/PRKACA/AGT	5
Biological Process	GO:0006584	(BP)catecholamine metabolic process	4/228	57/18870	0.00497005226188441	0.0250923555456743	0.0165193714148594	PNMT/HPRT1/TACR3/EDNRA	4
Biological Process	GO:0009712	(BP)catechol-containing compound metabolic process	4/228	57/18870	0.00497005226188441	0.0250923555456743	0.0165193714148594	PNMT/HPRT1/TACR3/EDNRA	4
Biological Process	GO:0000305	(BP)response to oxygen radical	3/228	29/18870	0.0050450795816648	0.0252899864093695	0.0166494802695055	MPO/NQO1/NFE2L2	3
Biological Process	GO:0010165	(BP)response to X-ray	3/228	29/18870	0.0050450795816648	0.0252899864093695	0.0166494802695055	ANXA1/TP53/CASP3	3
Biological Process	GO:0010800	(BP)positive regulation of peptidyl-threonine phosphorylation	3/228	29/18870	0.0050450795816648	0.0252899864093695	0.0166494802695055	APP/PLK1/GCG	3
Biological Process	GO:0060295	(BP)regulation of cilium movement involved in cell motility	3/228	29/18870	0.0050450795816648	0.0252899864093695	0.0166494802695055	TACR3/TACR1/TACR2	3
Biological Process	GO:1902019	(BP)regulation of cilium-dependent cell motility	3/228	29/18870	0.0050450795816648	0.0252899864093695	0.0166494802695055	TACR3/TACR1/TACR2	3
Biological Process	GO:0042594	(BP)response to starvation	8/228	218/18870	0.00512222983842983	0.0256402527707766	0.0168800756039165	PPARA/TP53/SRD5A1/HCRT/STK24/NFE2L2/GCGR/CPS1	8
Biological Process	GO:0042306	(BP)regulation of protein import into nucleus	4/228	58/18870	0.00528851914424201	0.0263976507993043	0.0173787031368859	CDH1/PIK3R1/HSP90AA1/PTGS2	4
Biological Process	GO:0051932	(BP)synaptic transmission, GABAergic	4/228	58/18870	0.00528851914424201	0.0263976507993043	0.0173787031368859	TACR1/OXTR/ADRA1A/NPS	4
Biological Process	GO:0070663	(BP)regulation of leukocyte proliferation	9/228	267/18870	0.00531070532747832	0.0264708989731734	0.0174269255442004	ANXA1/NMBR/TACR1/CASP3/HMGB1/PNP/XCL1/ADA/NMB	9
Biological Process	GO:0043502	(BP)regulation of muscle adaptation	5/228	93/18870	0.00541445770745113	0.0269119167292775	0.0177172664051997	RGS2/PPARA/AGT/EDN1/ADRA1A	5
Biological Process	GO:1900182	(BP)positive regulation of protein localization to nucleus	5/228	93/18870	0.00541445770745113	0.0269119167292775	0.0177172664051997	CDH1/PIK3R1/PLK1/HSP90AA1/PTGS2	5
Biological Process	GO:1902905	(BP)positive regulation of supramolecular fiber organization	7/228	175/18870	0.00547179053680372	0.0271585772559103	0.0178796535850488	GPR65/APP/F2RL1/TACR1/GRB2/LPAR1/EDN1	7
Biological Process	GO:0009649	(BP)entrainment of circadian clock	3/228	30/18870	0.00555625690465761	0.0274233183921757	0.0180539440039295	GNA11/TP53/GNAQ	3
Biological Process	GO:0050820	(BP)positive regulation of coagulation	3/228	30/18870	0.00555625690465761	0.0274233183921757	0.0180539440039295	F2R/NFE2L2/TBXA2R	3
Biological Process	GO:0097205	(BP)renal filtration	3/228	30/18870	0.00555625690465761	0.0274233183921757	0.0180539440039295	F2RL1/EDNRA/F2R	3
Biological Process	GO:1900117	(BP)regulation of execution phase of apoptosis	3/228	30/18870	0.00555625690465761	0.0274233183921757	0.0180539440039295	TP53/GCG/MTRNR2L2	3
Biological Process	GO:0014009	(BP)glial cell proliferation	4/228	59/18870	0.00562035802825924	0.0276622090664603	0.018211215957488	TP53/PRKCI/CHRM1/CYSLTR1	4
Biological Process	GO:0072523	(BP)purine-containing compound catabolic process	4/228	59/18870	0.00562035802825924	0.0276622090664603	0.018211215957488	HPRT1/PNP/ADA/AMPD3	4
Biological Process	GO:0032409	(BP)regulation of transporter activity	9/228	271/18870	0.00583884823198019	0.0286974911708482	0.0188927864688899	CHRM3/GRP/ABCB1/APP/GRM5/PRKACA/P2RY6/EDNRA/EDN1	9
Biological Process	GO:0014033	(BP)neural crest cell differentiation	5/228	95/18870	0.00592079619520942	0.0290597295152061	0.0191312634719859	HTR2B/EDNRA/EDN3/EDNRB/EDN1	5
Biological Process	GO:0022409	(BP)positive regulation of cell-cell adhesion	10/228	322/18870	0.00595452858171385	0.0291031059404127	0.0191598200288756	ANXA1/PIK3CA/PTAFR/PLAUR/HMGB1/PNP/XCL1/ADA/PRKCZ/RELA	10
Biological Process	GO:0097300	(BP)programmed necrotic cell death	4/228	60/18870	0.00596581079420968	0.0291031059404127	0.0191598200288756	ALKBH7/TP53/CASP8/MUTYH	4
Biological Process	GO:0042744	(BP)hydrogen peroxide catabolic process	3/228	31/18870	0.00609740600995282	0.0291031059404127	0.0191598200288756	MPO/EPX/LPO	3
Biological Process	GO:0090322	(BP)regulation of superoxide metabolic process	3/228	31/18870	0.00609740600995282	0.0291031059404127	0.0191598200288756	F2RL1/FPR2/NFE2L2	3
Biological Process	GO:2000191	(BP)regulation of fatty acid transport	3/228	31/18870	0.00609740600995282	0.0291031059404127	0.0191598200288756	PPARA/NTSR1/EDN1	3
Biological Process	GO:0003253	(BP)cardiac neural crest cell migration involved in outflow tract morphogenesis	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	EDNRA/EDN1	2
Biological Process	GO:0009155	(BP)purine deoxyribonucleotide catabolic process	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	PNP/ADA	2
Biological Process	GO:0009170	(BP)purine deoxyribonucleoside monophosphate metabolic process	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	PNP/ADA	2
Biological Process	GO:0015858	(BP)nucleoside transport	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	SLC29A2/SLC29A3	2
Biological Process	GO:0019852	(BP)L-ascorbic acid metabolic process	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GCLC/AKR1B1	2
Biological Process	GO:0032025	(BP)response to cobalt ion	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	CASP3/CASP8	2
Biological Process	GO:0032096	(BP)negative regulation of response to food	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GHSR/PPARA	2
Biological Process	GO:0032099	(BP)negative regulation of appetite	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GHSR/PPARA	2
Biological Process	GO:0032105	(BP)negative regulation of response to extracellular stimulus	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GHSR/PPARA	2
Biological Process	GO:0032108	(BP)negative regulation of response to nutrient levels	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GHSR/PPARA	2
Biological Process	GO:0032275	(BP)luteinizing hormone secretion	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	KISS1/TACR2	2
Biological Process	GO:0032429	(BP)regulation of phospholipase A2 activity	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	ANXA1/AGTR1	2
Biological Process	GO:0042368	(BP)vitamin D biosynthetic process	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	CYP27A1/CYP3A4	2
Biological Process	GO:0048865	(BP)stem cell fate commitment	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	EDNRA/EDN1	2
Biological Process	GO:0061418	(BP)regulation of transcription from RNA polymerase II promoter in response to hypoxia	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	TP53/NFE2L2	2
Biological Process	GO:0099550	(BP)trans-synaptic signaling, modulating synaptic transmission	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GRM5/F2R	2
Biological Process	GO:0099566	(BP)regulation of postsynaptic cytosolic calcium ion concentration	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GRM1/GRM5	2
Biological Process	GO:1901334	(BP)lactone metabolic process	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GCLC/AKR1B1	2
Biological Process	GO:1903365	(BP)regulation of fear response	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	GRP/GRPR	2
Biological Process	GO:1905918	(BP)regulation of CoA-transferase activity	2/228	10/18870	0.00613609753510971	0.0291031059404127	0.0191598200288756	AGTR1/AGT	2
Biological Process	GO:1990138	(BP)neuron projection extension	7/228	179/18870	0.00617419632919946	0.0292444460538964	0.0192528702738478	CDH1/EDNRA/HSP90AA1/EDN3/EDN2/PRKCZ/EDN1	7
Biological Process	GO:1903039	(BP)positive regulation of leukocyte cell-cell adhesion	9/228	275/18870	0.0064066891103877	0.0303049294295386	0.0199510318605362	ANXA1/PIK3CA/PTAFR/HMGB1/PNP/XCL1/ADA/PRKCZ/RELA	9
Biological Process	GO:0060419	(BP)heart growth	5/228	97/18870	0.00645959420328989	0.0305142224831013	0.0200888184338238	RGS2/PPARA/ACACB/EDN1/ADRA1A	5
Biological Process	GO:0021537	(BP)telencephalon development	9/228	276/18870	0.00655507417443671	0.0309238037358969	0.0203584632994554	SRD5A1/HPRT1/AVPR1A/CASP3/OXTR/PLCB1/LPAR1/HSD3B1/HSD3B2	9
Biological Process	GO:0016242	(BP)negative regulation of macroautophagy	3/228	32/18870	0.00666896690037441	0.0313770885940179	0.0206568801186497	HMOX1/PIK3CA/TP53	3
Biological Process	GO:0072677	(BP)eosinophil migration	3/228	32/18870	0.00666896690037441	0.0313770885940179	0.0206568801186497	EPX/XCL1/XCL2	3
Biological Process	GO:0032731	(BP)positive regulation of interleukin-1 beta production	4/228	62/18870	0.00669850339493074	0.031432125118157	0.0206931130176289	APP/F2RL1/CASP8/RELA	4
Biological Process	GO:0090303	(BP)positive regulation of wound healing	4/228	62/18870	0.00669850339493074	0.031432125118157	0.0206931130176289	ANXA1/F2R/NFE2L2/TBXA2R	4
Biological Process	GO:0006835	(BP)dicarboxylic acid transport	5/228	98/18870	0.00674149162232806	0.0315845445129675	0.0207934572276063	GRM1/AVPR1A/TRH/NTSR1/AVP	5
Biological Process	GO:0048638	(BP)regulation of developmental growth	10/228	328/18870	0.00674891090189117	0.0315845445129675	0.0207934572276063	RGS2/GHSR/CDH1/PPARA/PIK3CA/APP/PLCB1/ACACB/LPAR3/EDN1	10
Biological Process	GO:0001818	(BP)negative regulation of cytokine production	11/228	381/18870	0.00682613477376105	0.0319035794996471	0.0210034916115725	EPX/GHSR/FFAR1/ANXA1/NMBR/PPARA/F2RL1/CASP3/HMGB1/XCL1/NMB	11
Biological Process	GO:1903037	(BP)regulation of leukocyte cell-cell adhesion	11/228	382/18870	0.00695587064565204	0.0324668717288447	0.0213743309906129	ANXA1/PPARA/PIK3CA/PTAFR/CASP3/HMGB1/PNP/XCL1/ADA/PRKCZ/RELA	11
Biological Process	GO:0006576	(BP)biogenic amine metabolic process	5/228	99/18870	0.00703189340459002	0.0326918104983842	0.0215224178082439	PNMT/HPRT1/TACR3/TRH/EDNRA	5
Biological Process	GO:1990868	(BP)response to chemokine	5/228	99/18870	0.00703189340459002	0.0326918104983842	0.0215224178082439	GPR17/XCR1/XCL1/XCL2/EDN1	5
Biological Process	GO:1990869	(BP)cellular response to chemokine	5/228	99/18870	0.00703189340459002	0.0326918104983842	0.0215224178082439	GPR17/XCR1/XCL1/XCL2/EDN1	5
Biological Process	GO:0000086	(BP)G2/M transition of mitotic cell cycle	6/228	140/18870	0.00714767369978198	0.0331700867629515	0.0218372875397411	ABCB1/APP/PLK1/GPR132/PLCB1/CHFR	6
Biological Process	GO:0022407	(BP)regulation of cell-cell adhesion	13/228	493/18870	0.00715359419405311	0.0331700867629515	0.0218372875397411	ANXA1/CDH1/PPARA/PIK3CA/PTAFR/CASP3/PLAUR/HMGB1/PNP/XCL1/ADA/PRKCZ/RELA	13
Biological Process	GO:0010594	(BP)regulation of endothelial cell migration	8/228	231/18870	0.00718677057912785	0.0332782306032974	0.0219084832575624	HMOX1/ANXA1/HMGB1/AGT/PTGS2/EDN1/NFE2L2/TBXA2R	8
Biological Process	GO:0006084	(BP)acetyl-CoA metabolic process	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	PIPOX/ACACB/ACACA	3
Biological Process	GO:0010743	(BP)regulation of macrophage derived foam cell differentiation	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	PPARA/AGTR1/AGT	3
Biological Process	GO:0019934	(BP)cGMP-mediated signaling	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	HTR2B/HTR2C/EDNRB	3
Biological Process	GO:0033198	(BP)response to ATP	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	P2RY1/P2RY2/PTGS2	3
Biological Process	GO:0034368	(BP)protein-lipid complex remodeling	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	MPO/AGTR1/AGT	3
Biological Process	GO:0034369	(BP)plasma lipoprotein particle remodeling	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	MPO/AGTR1/AGT	3
Biological Process	GO:0043618	(BP)regulation of transcription from RNA polymerase II promoter in response to stress	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	HMOX1/TP53/NFE2L2	3
Biological Process	GO:0050891	(BP)multicellular organismal-level water homeostasis	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	AKR1B1/PRKACA/AVP	3
Biological Process	GO:0080111	(BP)DNA demethylation	3/228	33/18870	0.00727135004669099	0.0332782306032974	0.0219084832575624	ALKBH1/ALKBH4/ALKBH3	3
Biological Process	GO:0031668	(BP)cellular response to extracellular stimulus	9/228	281/18870	0.0073370426547008	0.0334431811287671	0.0220170772470884	PPARA/TP53/SRD5A1/AVPR1A/CYSLTR1/STK24/NFE2L2/GCGR/CASR	9
Biological Process	GO:1902107	(BP)positive regulation of leukocyte differentiation	7/228	185/18870	0.00735118590179716	0.0334431811287671	0.0220170772470884	ANXA1/HMGB1/CASP8/PNP/ADA/PRKCZ/GPR68	7
Biological Process	GO:1903708	(BP)positive regulation of hemopoiesis	7/228	185/18870	0.00735118590179716	0.0334431811287671	0.0220170772470884	ANXA1/HMGB1/CASP8/PNP/ADA/PRKCZ/GPR68	7
Biological Process	GO:0001660	(BP)fever generation	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	PTGS2/EDNRB	2
Biological Process	GO:0002158	(BP)osteoclast proliferation	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	NMBR/NMB	2
Biological Process	GO:0003357	(BP)noradrenergic neuron differentiation	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	EDNRA/EDN1	2
Biological Process	GO:0009120	(BP)deoxyribonucleoside metabolic process	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	PNP/ADA	2
Biological Process	GO:0032060	(BP)bleb assembly	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	LPAR1/LPAR3	2
Biological Process	GO:0032276	(BP)regulation of gonadotropin secretion	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	KISS1/TACR2	2
Biological Process	GO:0038183	(BP)bile acid signaling pathway	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	ABCG8/CYP7A1	2
Biological Process	GO:0042045	(BP)epithelial fluid transport	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	EDNRB/EDN1	2
Biological Process	GO:0045793	(BP)positive regulation of cell size	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	HSP90AA1/EDN1	2
Biological Process	GO:0071872	(BP)cellular response to epinephrine stimulus	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	SRD5A1/PRKACA	2
Biological Process	GO:0098696	(BP)regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	2/228	11/18870	0.00744025369039539	0.0334431811287671	0.0220170772470884	GHSR/PRKCZ	2
Biological Process	GO:0001885	(BP)endothelial cell development	4/228	64/18870	0.00748844230720964	0.0335741357386854	0.0221032902706442	F2RL1/EDNRA/PLCB1/EDNRB	4
Biological Process	GO:0048524	(BP)positive regulation of viral process	4/228	64/18870	0.00748844230720964	0.0335741357386854	0.0221032902706442	PPARA/HMGB1/SRPK2/TOP2A	4
Biological Process	GO:0019318	(BP)hexose metabolic process	8/228	233/18870	0.00755317854598061	0.0338198856086981	0.0222650779262712	PPARA/PIK3CA/TP53/AKR1B1/PRKACA/ACACB/WDTC1/GCG	8
Biological Process	GO:0006941	(BP)striated muscle contraction	7/228	186/18870	0.00756244888185417	0.0338198856086981	0.0222650779262712	RGS2/PIK3CA/ADRA1B/PRKACA/ADRBK1/HSP90AA1/ADRA1A	7
Biological Process	GO:0002828	(BP)regulation of type 2 immune response	3/228	34/18870	0.00790493720260592	0.0352620236733965	0.0232144991266402	ANXA1/XCL1/PRKCZ	3
Biological Process	GO:0070293	(BP)renal absorption	3/228	34/18870	0.00790493720260592	0.0352620236733965	0.0232144991266402	EDNRA/EDNRB/EDN1	3
Biological Process	GO:0010720	(BP)positive regulation of cell development	12/228	444/18870	0.00798212581098617	0.0355613291503353	0.0234115447300732	ANXA1/PRKCI/GRM5/HMGB1/CASP8/PNP/LPAR3/ADA/CYSLTR1/PRKCZ/RELA/GPR68	12
Biological Process	GO:1904019	(BP)epithelial cell apoptotic process	6/228	144/18870	0.00816137246765523	0.0363139855757791	0.0239070506628284	HMOX1/PPARA/PRKCI/CASP3/EDNRA/NFE2L2	6
Biological Process	GO:0042063	(BP)gliogenesis	10/228	338/18870	0.00825319528470369	0.036661487074862	0.0241358257700567	ANXA1/TP53/GPR17/APP/PRKCI/P2RY1/CHRM1/LPAR1/CYSLTR1/RELA	10
Biological Process	GO:0006885	(BP)regulation of pH	5/228	103/18870	0.00828108504869187	0.036661487074862	0.0241358257700567	AVPR1A/CCKBR/EDNRB/EDN1/AVP	5
Biological Process	GO:0009408	(BP)response to heat	5/228	103/18870	0.00828108504869187	0.036661487074862	0.0241358257700567	HMOX1/GCLC/PRKACA/HSP90AA1/PTGS2	5
Biological Process	GO:0010906	(BP)regulation of glucose metabolic process	5/228	103/18870	0.00828108504869187	0.036661487074862	0.0241358257700567	PPARA/TP53/PRKACA/ACACB/GCG	5
Biological Process	GO:0034605	(BP)cellular response to heat	4/228	66/18870	0.00833739826036214	0.0368644811411746	0.0242694654504895	HMOX1/PRKACA/HSP90AA1/PTGS2	4
Biological Process	GO:0030534	(BP)adult behavior	6/228	145/18870	0.00843014826343625	0.0371812797000618	0.024478027498338	GHSR/PPARA/APP/TRH/NTSR1/HTR2A	6
Biological Process	GO:0050671	(BP)positive regulation of lymphocyte proliferation	6/228	145/18870	0.00843014826343625	0.0371812797000618	0.024478027498338	ANXA1/TACR1/HMGB1/PNP/XCL1/ADA	6
Biological Process	GO:0071356	(BP)cellular response to tumor necrosis factor	8/228	238/18870	0.00853074673222685	0.0374701857093441	0.0246682266871959	TP53/F2RL1/CASP8/XCL1/XCL2/EDN1/NFE2L2/RELA	8
Biological Process	GO:0010613	(BP)positive regulation of cardiac muscle hypertrophy	3/228	35/18870	0.00857008220253444	0.0374701857093441	0.0246682266871959	AGT/EDN1/ADRA1A	3
Biological Process	GO:0034367	(BP)protein-containing complex remodeling	3/228	35/18870	0.00857008220253444	0.0374701857093441	0.0246682266871959	MPO/AGTR1/AGT	3
Biological Process	GO:0051968	(BP)positive regulation of synaptic transmission, glutamatergic	3/228	35/18870	0.00857008220253444	0.0374701857093441	0.0246682266871959	OXTR/PTGS2/NPS	3
Biological Process	GO:0090050	(BP)positive regulation of cell migration involved in sprouting angiogenesis	3/228	35/18870	0.00857008220253444	0.0374701857093441	0.0246682266871959	HMOX1/ANXA1/PTGS2	3
Biological Process	GO:2000406	(BP)positive regulation of T cell migration	3/228	35/18870	0.00857008220253444	0.0374701857093441	0.0246682266871959	APP/XCL1/XCL2	3
Biological Process	GO:2000515	(BP)negative regulation of CD4-positive, alpha-beta T cell activation	3/228	35/18870	0.00857008220253444	0.0374701857093441	0.0246682266871959	ANXA1/HMGB1/XCL1	3
Biological Process	GO:0046434	(BP)organophosphate catabolic process	6/228	146/18870	0.00870522283511418	0.0379736037933888	0.0249996483543309	HPRT1/PLCB1/PNP/NTSR1/ADA/AMPD3	6
Biological Process	GO:0001967	(BP)suckling behavior	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	APP/OXTR	2
Biological Process	GO:0001973	(BP)G protein-coupled adenosine receptor signaling pathway	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	P2RY1/ADA	2
Biological Process	GO:0003084	(BP)positive regulation of systemic arterial blood pressure	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	AVPR1A/AVP	2
Biological Process	GO:0006863	(BP)purine nucleobase transport	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	SLC29A2/SLC29A3	2
Biological Process	GO:0009086	(BP)methionine biosynthetic process	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	MRI1/MTAP	2
Biological Process	GO:0014051	(BP)gamma-aminobutyric acid secretion	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	TRH/NTSR1	2
Biological Process	GO:0031650	(BP)regulation of heat generation	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	PTGS2/EDNRB	2
Biological Process	GO:0032782	(BP)bile acid secretion	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	UGT1A3/CASR	2
Biological Process	GO:0033605	(BP)positive regulation of catecholamine secretion	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	ADRBK1/OXTR	2
Biological Process	GO:0035588	(BP)G protein-coupled purinergic receptor signaling pathway	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	P2RY1/ADA	2
Biological Process	GO:0045472	(BP)response to ether	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	PTAFR/PLCB1	2
Biological Process	GO:0045628	(BP)regulation of T-helper 2 cell differentiation	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	ANXA1/PRKCZ	2
Biological Process	GO:0048484	(BP)enteric nervous system development	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	EDNRA/EDNRB	2
Biological Process	GO:0060123	(BP)regulation of growth hormone secretion	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	GHSR/KISS1	2
Biological Process	GO:0061309	(BP)cardiac neural crest cell development involved in outflow tract morphogenesis	2/228	12/18870	0.00885763402899138	0.0379736037933888	0.0249996483543309	EDNRA/EDN1	2
Biological Process	GO:0110020	(BP)regulation of actomyosin structure organization	5/228	105/18870	0.00895997936353805	0.0383656953549309	0.0252577790077865	GPR65/PIK3R1/TACR1/LPAR1/EDN1	5
Biological Process	GO:0035264	(BP)multicellular organism growth	6/228	147/18870	0.00898667476614251	0.0383867174253166	0.0252716187363038	GHSR/PIK3CA/TP53/APP/CELA1/WDTC1	6
Biological Process	GO:0071456	(BP)cellular response to hypoxia	6/228	147/18870	0.00898667476614251	0.0383867174253166	0.0252716187363038	HMOX1/TP53/PTGS2/EDN1/NFE2L2/CASR	6
